,review,score,source,cleaned_review,cleaned_reduced_review,cleaned_review_length,tokens,padded_tokens
2425,No complaints!,1,yelp,No complaints,complaints,2,[944],"[944   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
422,Oh and I forgot to also mention the weird color effect it has on your phone.,0,amz,Oh and I forgot to also mention the weird color effect it has on your phone,oh forgot also mention weird color effect phone,16,"[575, 3270, 19, 546, 1628, 859, 959, 5]","[ 575 3270   19  546 1628  859  959    5    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2125,"Host staff were, for lack of a better word, BITCHES!",0,yelp,Host staff were for lack of a better word BITCHES,host staff lack better word bitches,10,"[3271, 170, 3272, 38, 555, 3273]","[3271  170 3272   38  555 3273    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
174,The file browser offers all the options that one needs.Handsfree is great.,1,amz,The file browser offers all the options that one needsHandsfree is great,file browser offers options one needshandsfree great,12,"[3274, 3275, 709, 1200, 7, 3276, 3]","[3274 3275  709 1200    7 3276    3    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1286,"The plot - well, I said I'd let that one go.  ",0,imdb,The plot  well I said Id let that one go  ,plot well said id let one go,10,"[87, 15, 212, 233, 602, 7, 25]","[ 87  15 212 233 602   7  25   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
207,I've had this for nearly 2 years and it has worked great for me.,1,amz,Ive had this for nearly 2 years and it has worked great for me,ive nearly 2 years worked great,14,"[24, 763, 97, 107, 119, 3]","[ 24 763  97 107 119   3   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
498,Bad Purchase.,0,amz,Bad Purchase,bad purchase,2,"[14, 258]","[ 14 258   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2187,Interesting decor.,1,yelp,Interesting decor,interesting decor,2,"[175, 1152]","[ 175 1152    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
70,Mic Doesn't work.,0,amz,Mic Doesnt work,mic doesnt work,3,"[1365, 84, 26]","[1365   84   26    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,yelp,Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,bad day low tolerance rude customer service people job nice polite wash dishes otherwise,27,"[14, 151, 222, 3277, 463, 296, 13, 53, 213, 30, 3278, 3279, 373, 930]","[  14  151  222 3277  463  296   13   53  213   30 3278 3279  373  930
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,amz,Not only did the software do a great job of this I could also make my own ringtones form my existing CDs without an internet connection,software great job could also make ringtones form existing cds without internet connection,26,"[452, 3, 213, 42, 19, 41, 1040, 732, 3280, 3281, 238, 475, 745]","[ 452    3  213   42   19   41 1040  732 3280 3281  238  475  745    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp,My salad had a bland vinegrette on the baby greens and hearts of Palm,salad bland vinegrette baby greens hearts palm,14,"[179, 321, 1637, 1638, 3282, 1281, 647]","[ 179  321 1637 1638 3282 1281  647    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2886,The service was extremely slow.,0,yelp,The service was extremely slow,service extremely slow,5,"[13, 290, 162]","[ 13 290 162   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2781,Join the club and get awesome offers via email.,1,yelp,Join the club and get awesome offers via email,join club get awesome offers via email,9,"[3283, 3284, 35, 138, 709, 1606, 3285]","[3283 3284   35  138  709 1606 3285    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
20,"I went on Motorola's website and followed all directions, but could not get it to pair again.",0,amz,I went on Motorolas website and followed all directions but could not get it to pair again,went motorolas website followed directions could get pair,17,"[131, 1238, 1013, 3286, 3287, 42, 35, 764]","[ 131 1238 1013 3286 3287   42   35  764    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1684,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,imdb,This is definitely one of the better documentaries I have seen looking at family relationships and marriage  ,definitely one better documentaries seen looking family relationships marriage,17,"[85, 7, 38, 1311, 94, 334, 193, 1639, 3288]","[  85    7   38 1311   94  334  193 1639 3288    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
924,Works good.,1,amz,Works good,works good,2,"[27, 2]","[27  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
1037,"Buy it, play it, enjoy it, love it.  ",1,imdb,Buy it play it enjoy it love it  ,buy play enjoy love,8,"[160, 251, 402, 32]","[160 251 402  32   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,amz,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,like design look jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear,27,"[8, 269, 66, 411, 3289, 81, 370, 3290, 57, 3291, 330, 3292, 326, 151, 238, 3293, 81]","[   8  269   66  411 3289   81  370 3290   57 3291  330 3292  326  151
  238 3293   81    0    0    0    0    0    0    0    0    0    0]"
1309,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0,imdb,But when someone strives for greatness and poetry but delivers a muddled and often ridiculous story a bunch of disparate scenes pretentious dialogue Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap  ,someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scenes pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,42,"[380, 3294, 3295, 1368, 1046, 3296, 616, 1079, 99, 782, 3297, 139, 1640, 214, 35, 63, 219, 4, 890, 3298, 3299, 1640, 288]","[ 380 3294 3295 1368 1046 3296  616 1079   99  782 3297  139 1640  214
   35   63  219    4  890 3298 3299 1640  288    0    0    0    0]"
1355,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1,imdb,I must say I have taped most of the episodes and i find myself watching them over and over again  ,must say taped episodes find watching,20,"[202, 58, 1442, 3300, 158, 117]","[ 202   58 1442 3300  158  117    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
44,Excellent bluetooth headset.,1,amz,Excellent bluetooth headset,excellent bluetooth headset,3,"[39, 229, 46]","[ 39 229  46   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2758,The jalapeno bacon is soooo good.,1,yelp,The jalapeno bacon is soooo good,jalapeno bacon soooo good,6,"[3301, 583, 1570, 2]","[3301  583 1570    2    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2896,The pizza selections are good.,1,yelp,The pizza selections are good,pizza selections good,5,"[191, 850, 2]","[191 850   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2706,The atmosphere here is fun.,1,yelp,The atmosphere here is fun,atmosphere fun,5,"[374, 273]","[374 273   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2105,So we went to Tigerlilly and had a fantastic afternoon!,1,yelp,So we went to Tigerlilly and had a fantastic afternoon,went tigerlilly fantastic afternoon,10,"[131, 3302, 197, 3303]","[ 131 3302  197 3303    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1970,Enough can not be said of the remarkable animation in this film.  ,1,imdb,Enough can not be said of the remarkable animation in this film  ,enough said remarkable animation film,12,"[54, 212, 3304, 1080, 6]","[  54  212 3304 1080    6    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
128,"I've only had my bluetooth for a few weeks, but I really like it.",1,amz,Ive only had my bluetooth for a few weeks but I really like it,ive bluetooth weeks really like,14,"[24, 229, 651, 12, 8]","[ 24 229 651  12   8   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2529,The bartender was also nice.,1,yelp,The bartender was also nice,bartender also nice,5,"[1523, 19, 30]","[1523   19   30    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1426,"I wish I could enter negative values, admins?  ",0,imdb,I wish I could enter negative values admins  ,wish could enter negative values admins,8,"[609, 42, 3305, 1081, 1593, 3306]","[ 609   42 3305 1081 1593 3306    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1620,"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,imdb,This is a masterful piece of filmmaking with many themes simmering and occasionally boiling over in this warts and all study of the poets bohemian selfindulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat  the borderlines between friendship lust and love dedication to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and selfsacrifice and more  ,masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice,70,"[1577, 146, 1641, 77, 1508, 3307, 703, 3308, 3309, 3310, 3311, 3312, 1635, 3313, 107, 1600, 1082, 3314, 3315, 3316, 3317, 3318, 3319, 3320, 3321, 3322, 3323, 32, 1642, 227, 70, 1643, 3324, 3325, 3326, 3327, 3328, 3329, 1643, 3330, 3331]","[1577  146 1641   77 1508 3307  703 3308 3309 3310 3311 3312 1635 3313
  107 1600 1082 3314 3315 3316 3317 3318 3319 3320 3321 3322 3323]"
238,I was very excited to get this headset because I thought it was really cute.,1,amz,I was very excited to get this headset because I thought it was really cute,excited get headset thought really cute,15,"[1416, 35, 46, 135, 12, 992]","[1416   35   46  135   12  992    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2326,You won't be disappointed.,1,yelp,You wont be disappointed,wont disappointed,4,"[108, 72]","[108  72   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,yelp,We made the drive all the way from North Scottsdale and I was not one bit disappointed,made drive way north scottsdale one bit disappointed,17,"[28, 596, 44, 3332, 3333, 7, 270, 72]","[  28  596   44 3332 3333    7  270   72    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
